id,lead_key,phone,business_name,state,suburb,address,sector_level_1,sector_level_2,sector_level_3,phone_masked,phone_from_leadkey,phone_type,phone_match_score,phone_frequency,phone_quality,reachability_score,kpay_relevant,has_address,has_sector,name_suburb_dup,state_clean
2262617,L_6116478077257,+1 647-807-7257,Coretech Computers Canada Inc,,,"4429 Sheppard Ave E, Scarborough, ON M1S 3G4, Canada",Retail,Electronics & Appliances,Computer wholesaler,False,6116478077257,landline,0.2,1,Level 2,3,True,True,True,False,
2262618,L_6114164446763,+1 416-444-6763,United Computer Business,,,"2084 Lawrence Ave E, Scarborough, ON M1R 2Z5, Canada",Retail,Electronics & Appliances,Computer store,False,6114164446763,landline,0.2,1,Level 2,3,True,True,True,False,
2262619,L_6114163355126,+1 416-335-5126,D S L Computer,,,"5200 Finch Ave E, Scarborough, ON M1S 4Z3, Canada",Retail,Electronics & Appliances,Computer store,False,6114163355126,landline,0.2,1,Level 2,3,True,True,True,False,
2262620,L_6114165307772,+1 416-530-7772,Multimedia Tech Inc,,,"5800 Sheppard Ave E Unit 10, Scarborough, ON M1B 5J7, Canada",Professional Services,IT / Design / Creative Agency,Phone repair service,False,6114165307772,landline,0.2,1,Level 2,3,True,True,True,False,
2262621,L_6119059479000,+1 905-947-9000,Canada Computers & Electronics,,,"3828 Hwy 7, Markham, ON L3R 1L7, Canada",Retail,Electronics & Appliances,Computer store,False,6119059479000,landline,0.2,1,Level 2,3,True,True,True,True,
2262622,L_6114162654770,+1 416-265-4770,Procom Canada Systems - Laptop And Cellphone Repair,,,"Procom Canada Systems, 3228-B Eglinton Ave E, Scarborough, ON M1J 2H6, Canada",Professional Services,IT / Design / Creative Agency,Computer repair service,False,6114162654770,landline,0.2,1,Level 2,3,True,True,True,False,
2262623,L_6118663050630,+1 866-305-0630,Vvscomputers,,,"3487 Kennedy Rd #3, Scarborough, ON M1V 4Y3, Canada",Retail,Electronics & Appliances,Computer store,False,6118663050630,toll_free,0.2,1,Level 2,3,True,True,True,False,
2262624,L_6119055540641,+1 905-554-0641,Tech Hub,,,"7595 Markham Rd Unit #2, Markham, ON L3S 0B6, Canada",Retail,Electronics & Appliances,Computer store,False,6119055540641,landline,0.2,1,Level 2,3,True,True,True,False,
2262625,L_6114169133874,+1 416-913-3874,Comware Computers Ltd,,,"2914 Sheppard Ave E, Scarborough, ON M1T 3J4, Canada",Retail,Electronics & Appliances,Computer store,False,6114169133874,landline,0.2,1,Level 2,3,True,True,True,False,
2262626,L_6114169232897,+1 416-923-2897,High Tech Computing,,,"110 Silver Star Blvd, Scarborough, ON M1V 5A3, Canada",Retail,Electronics & Appliances,Computer store,False,6114169232897,landline,0.2,1,Level 2,3,True,True,True,False,
2262632,L_61441312266284,+44 131 226 6284,Islander Uk Edinburgh Workshop,,,"42 Candlemaker Row, Edinburgh EH1 2QE, United Kingdom",Retail,Others,Handbags shop,False,61441312266284,landline,0.2,1,Level 2,3,True,True,True,False,
2262637,L_6165095040,6509 5040,Charles & Keith - 313@Somerset,,,"313 Orchard Rd, #02-46/47/48/49, Singapore 238895",Retail,Others,Shoe Shop,False,6165095040,unknown,0.2,1,Level 2,3,True,True,True,False,
2262638,L_6162148044,6214 8044,Charles & Keith - Terminal 1,,,"Terminal 1 Airport Boulevard 02-51 Departure/Transit Lounge East 80, 819642",Retail,Fashion & Accessories,Fashion accessories store,False,6162148044,unknown,0.2,1,Level 2,3,True,True,True,False,
2262641,L_61441915813143,+44 191 581 3143,Seaham Pets Gardens & Reptiles Ltd,,,"68 Church St, Seaham SR7 7HE, United Kingdom",Retail,Others,Pet Shop,False,61441915813143,landline,0.2,1,Level 2,3,True,True,True,False,
2262645,L_6117078292003,+1 707-829-2003,The Toyworks,CA,,"6940 Sebastopol Ave, Sebastopol, CA 95472, United States",Retail,Others,Toy store,False,6117078292003,landline,0.2,1,Level 2,3,True,True,True,False,
2262662,L_6115146841831,+1 514-684-1831,Bureau En Gros,,,"3165 Sources Blvd, Dollard-Des Ormeaux, Quebec H9B 1Z6, Canada",Retail,Others,Office supply store,False,6115146841831,landline,0.2,1,Level 2,3,True,True,True,True,
2262663,L_6114503737070,+1 450-373-7070,Bureau En Gros,,,"1560 Bd Monseigneur-Langlois, Salaberry-de-Valleyfield, QC J6S 1E3, Canada",Retail,Others,Office supply store,False,6114503737070,landline,0.2,1,Level 2,3,True,True,True,True,
2262664,L_6114504363708,+1 450-436-3708,Bureau En Gros,,,"1135 Boul Jean-Baptiste-Rolland O, Saint-Jérôme, QC J7Y 3Z7, Canada",Retail,Others,Office supply store,False,6114504363708,landline,0.2,1,Level 2,3,True,True,True,True,
2262665,L_6116135213030,+1 613-521-3030,Staples,,,"2210 Bank St, Ottawa, ON K1V 8W7, Canada",Retail,Others,Office supply store,False,6116135213030,landline,0.2,1,Level 2,3,True,True,True,True,
2262666,L_6114503597750,+1 450-359-7750,Bureau En Gros,,,"1000 Bd du Séminaire N, Saint-Jean-sur-Richelieu, QC J3A 1E5, Canada",Retail,Others,Office supply store,False,6114503597750,landline,0.2,1,Level 2,3,True,True,True,True,
2262667,L_6114504746555,+1 450-474-6555,Bureau En Gros,,,"145 Mnt Masson, Mascouche, QC J7K 0A8, Canada",Retail,Others,Office supply store,False,6114504746555,landline,0.2,1,Level 2,3,True,True,True,True,
2262668,L_6114505362004,+1 450-536-2004,Bureau En Gros,,,"100 Rue Serge-Pepin, Beloeil, QC J3G 0K1, Canada",Retail,Others,Office supply store,False,6114505362004,landline,0.2,1,Level 2,3,True,True,True,True,
2262669,L_6114506579600,+1 450-657-9600,Bureau En Gros,,,"590 Mnt des Pionniers, Terrebonne, QC J6V 1N9, Canada",Retail,Others,Office supply store,False,6114506579600,landline,0.2,1,Level 2,3,True,True,True,True,
2262670,L_6114507964575,+1 450-796-4575,Bureau En Gros,,,"5970 Rue Martineau, Saint-Hyacinthe, QC J2R 2H6, Canada",Retail,Others,Office supply store,False,6114507964575,landline,0.2,1,Level 2,3,True,True,True,True,
2262671,L_6116139366952,+1 613-936-6952,Staples,,,"7 Ninth St E, Cornwall, ON K6H 6R3, Canada",Retail,Others,Office supply store,False,6116139366952,landline,0.2,1,Level 2,3,True,True,True,True,
2262672,L_6116132352525,+1 613-235-2525,Staples,,,"403 Bank St, Ottawa, ON K2P 1Y6, Canada",Retail,Others,Office supply store,False,6116132352525,landline,0.2,1,Level 2,3,True,True,True,True,
2262673,L_6116138250457,+1 613-825-0457,Staples,,,"101 Marketplace Ave, Nepean, ON K2J 5G5, Canada",Retail,Others,Office supply store,False,6116138250457,landline,0.2,1,Level 2,3,True,True,True,True,
2262674,L_6114507433888,+1 450-743-3888,Bureau En Gros,,,"450 Bd Poliquin Unit 5004, Sorel-Tracy, Quebec J3P 7R5, Canada",Retail,Others,Office supply store,False,6114507433888,landline,0.2,1,Level 2,3,True,True,True,True,
2262675,L_6118192469470,+1 819-246-9470,Bureau En Gros,,,"235 Mnt Paiement, Gatineau, QC J8P 6M7, Canada",Retail,Others,Office supply store,False,6118192469470,landline,0.2,1,Level 2,3,True,True,True,True,
2262676,L_6118195621966,+1 819-562-1966,Bureau En Gros,,,"3325 Boulevard De Portland, Sherbrooke, Quebec J1L 2P1, Canada",Retail,Others,Office supply store,False,6118195621966,landline,0.2,1,Level 2,3,True,True,True,True,
2262678,L_6115194910599,+1 519-491-0599,Sherwood Convenience,,,"450 Trudeau Dr, Sarnia, ON N7S 4V1, Canada",Retail,Grocery / Convenience Store,Convenience store,False,6115194910599,landline,0.2,1,Level 2,3,True,True,True,False,
2262721,L_6119255160216,+1 925-516-0216,Homegoods,CA,,"2460 Sand Creek Rd, Brentwood, CA 94513, United States",Retail,Others,Department store,False,6119255160216,landline,0.2,1,Level 2,3,True,True,True,False,
2262726,L_6116316560842,+1 631-656-0842,Smithtown Wine & Liquor,NY,,"385 Veterans Memorial Hwy, Smithtown, NY 11787, United States",Retail,Others,Bottle Shop and Liquor Store,False,6116316560842,landline,0.2,1,Level 2,3,True,True,True,False,
2262727,L_6116313603420,+1 631-360-3420,Smithtown Optical,NY,,"2 Miller Pl, Smithtown, NY 11787, United States",Others,Others,Optician,False,6116313603420,landline,0.2,1,Level 2,3,True,True,True,False,
2262739,L_6115143336868,+1 514-333-6868,The Home Depot,,,"1000 Rue Sauvé O, Montréal, QC H4N 3L5, Canada",Retail,Home & Furniture,Home improvement store,False,6115143336868,landline,0.2,1,Level 2,3,True,True,True,True,
2262740,L_6115143563653,+1 514-356-3653,Pro Desk At The Home Depot,,,"11300 Rue Renaude-Lapointe, Anjou, QC H1J 2V7, Canada",Others,Others,Building materials supplier,False,6115143563653,landline,0.2,1,Level 2,3,True,True,True,False,
2262741,L_6118734160111,+1 873-416-0111,Hom Mini Chalets,,,"154 Ch du Rubis, Val-des-Monts, QC J8N 0A2, Canada",Professional Services,Real Estate & Property,Cottage rental,False,6118734160111,landline,0.2,1,Level 2,3,True,True,True,False,
2262742,L_6115144192429,+1 514-419-2429,At Height Of Man,,,"2260 Av. Aird Suite 104, Montréal, QC H1V 2W6, Canada",Retail,Home & Furniture,Kitchen furniture store,False,6115144192429,landline,0.2,1,Level 2,3,True,True,True,False,
2262743,L_6115149485610,+1 514-948-5610,Quincaillerie Parc & Bernard,,,"5742 Park Ave, Montreal, Quebec H2V 4H1, Canada",Professional Services,IT / Design / Creative Agency,Hardware store,False,6115149485610,landline,0.2,1,Level 2,3,True,True,True,False,
2262744,L_6115147706421,+1 514-770-6421,Homy Design,,,"237 Rue Miron, Laval, QC H7L 4V2, Canada",Others,Others,Interior designer,False,6115147706421,landline,0.2,1,Level 2,3,True,True,True,False,
2262745,L_6115148726442,+1 514-872-6442,Office Municipal D'Habitation De Montréal,,,"400 Bd Rosemont, Montréal, QC H2S 0A2, Canada",Others,Others,Low income housing program,False,6115148726442,landline,0.2,1,Level 2,3,True,True,True,False,
2262746,L_6115144814173,+1 514-481-4173,Hometree,,,"6687 Rue Saint-Jacques, Montréal, QC H4B 1V3, Canada",Others,Government / Utility Services,Tree service,False,6115144814173,landline,0.2,1,Level 2,3,True,True,True,False,
2262747,L_6115145192100,+1 514-519-2100,"Christine Joannou Naturopathe, N.D,Hom",,,"159 Bd Arthur-Sauvé, Saint-Eustache, QC J7P 2A4, Canada",Others,Others,Naturopathic practitioner,False,6115145192100,landline,0.2,1,Level 2,3,True,True,True,False,
2262748,L_6115148726646,+1 514-872-6646,Office Municipal D'Habitation De Montréal,,,"3330 Assomption Blvd, Montreal, Quebec H1N 3S4, Canada",Others,Religious / Community / NGO,Non-profit organization,False,6115148726646,landline,0.2,1,Level 2,3,True,True,True,True,
2262749,L_6115148464770,+1 514-846-4770,The Home Depot,,,"4625 Rue Saint-Antoine O, Montréal, QC H4C 1E2, Canada",Retail,Home & Furniture,Home improvement store,False,6115148464770,landline,0.2,1,Level 2,3,True,True,True,True,
2262750,L_6114509716061,+1 450-971-6061,The Home Depot,,,"2400 Boul du Faubourg, Boisbriand, QC J7H 1S3, Canada",Retail,Home & Furniture,Home improvement store,False,6114509716061,landline,0.2,1,Level 2,3,True,True,True,True,
2262751,L_6115148683113,+1 514-868-3113,Office Municipal D'Habitation De Montréal,,,"1695 Rue Grand Trunk, Montréal, QC H3K 3H1, Canada",Others,Others,Department of housing,False,6115148683113,landline,0.2,1,Level 2,3,True,True,True,True,
2262752,L_6114505883214,+1 450-588-3214,Centre De Renovation,,,"1262 Rue Principale, Saint-Roch-de-l'Achigan, QC J0K 3H0, Canada",Retail,Home & Furniture,Home improvement store,False,6114505883214,landline,0.2,1,Level 2,3,True,True,True,False,
2262753,L_6115142963015,+1 514-296-3015,Major D'Höm,,,"587 Ch Tiffin, Saint-Lambert, QC J4P 0A3, Canada",Professional Services,Real Estate & Property,Property management company,False,6115142963015,landline,0.2,1,Level 2,3,True,True,True,False,
2262754,L_6114506758299,+1 450-675-8299,Nanookhome,,,"5165 Queen Mary Rd, Montreal, Quebec H3W 1X7, Canada",Others,Others,Saturn dealer,False,6114506758299,landline,0.2,1,Level 2,3,True,True,True,False,
2262758,L_6114509363433,+1 450-936-3433,La Moustache Coiffure,,,"4661 Boul Lévesque E, Laval, QC H7C 1M8, Canada",Beauty & Wellness,Beauty Salon / Barber,Hair salon,False,6114509363433,landline,0.2,1,Level 2,3,True,True,True,False,
2262759,L_6118198792524,+1 819-879-2524,Salon Koif'Hom,,,"74 Rue des Cédres, Val-des-Sources, QC J1T 4S5, Canada",Beauty & Wellness,Beauty Salon / Barber,Hair salon,False,6118198792524,landline,0.2,1,Level 2,3,True,True,True,False,
2262760,L_6118196713335,+1 819-671-3335,Le Chalet Pizzeria & Bistro,,,"1440 Rte du Carr, Val-des-Monts, QC J8N 5B7, Canada",F&B,Dine-in Restaurant,Restaurant,False,6118196713335,landline,0.2,1,Level 2,3,True,True,True,False,
2262761,L_6119058061771,+1 905-806-1771,"Claude Marie Lainesse, Hom",,,"3 Rue Lansdowne, Knowlton, QC J0E 1V0, Canada",Others,Others,Homeopath,False,6119058061771,landline,0.2,1,Level 2,3,True,True,True,False,
2262762,L_6116138385555,+1 613-838-5555,Chinhon Restaurant,,,"6179 Perth St, Richmond, ON K0A 2Z0, Canada",F&B,Dine-in Restaurant,Chinese restaurant,False,6116138385555,landline,0.2,1,Level 2,3,True,True,True,False,
2262763,L_6114506792560,+1 450-679-2560,Winners & Homesense,,,"825 Rue Saint-Laurent O, Longueuil, QC J4K 2V1, Canada",Retail,Others,Department store,False,6114506792560,landline,0.2,1,Level 2,3,True,True,True,False,
2262764,L_6115194188888,+1 519-418-8888,Hōm Restaurant,,,"390 Main St W, Listowel, ON N4W 1A5, Canada",F&B,Dine-in Restaurant,Fine dining restaurant,False,6115194188888,landline,0.2,1,Level 2,3,True,True,True,False,
2262765,L_6114502645389,+1 450-264-5389,Huntingdon Office Municipale,,,"County-Building, 23 Rue King, Huntingdon, Quebec J0S 1H0, Canada",Others,Government / Utility Services,City government office,False,6114502645389,landline,0.2,1,Level 2,3,True,True,True,False,
2262766,L_6118197120527,+1 819-712-0527,Reimann Frank R Hom,,,"736 Chem. Riverside, Wakefield, QC J0X 3G0, Canada",Others,Others,Homeopath,False,6118197120527,landline,0.2,1,Level 2,3,True,True,True,False,
2262832,L_61441764685309,+44 1764 685309,St Fillans Village Store,,,"Main St, Crieff PH6 2ND, United Kingdom",Retail,Grocery / Convenience Store,Convenience store,False,61441764685309,landline,0.2,1,Level 2,3,True,True,True,False,
2262887,L_6115145210820,+1 514-521-0820,Tony Pappas Inc,,,"1822 Mont-Royal Ave E, Montreal, Quebec H2H 1J1, Canada",Retail,Others,Shoe Shop,False,6115145210820,landline,0.2,1,Level 2,3,True,True,True,False,
2262888,L_6115142572457,+1 514-257-2457,Dior Beauty - Royalmount Boutique,,,"5050 De la Côte-de-Liesse Rd, Montreal, Quebec H4P 2N2, Canada",Retail,Health & Beauty Retail,Perfume store,False,6115142572457,landline,0.2,1,Level 2,3,True,True,True,False,
2262893,L_6119056621800,+1 905-662-1800,Stoney Creek Tailors,,,"59 King St E, Stoney Creek, ON L8G 1J9, Canada",Retail,Fashion & Accessories,Tailor,False,6119056621800,landline,0.2,1,Level 2,3,True,True,True,False,
2262917,L_6115707397122,+1 570-739-7122,Summer Hill Meats,PA,,"1297 Summer Hill Rd, Auburn, PA 17922, United States",Retail,Others,Butcher shop,False,6115707397122,landline,0.2,1,Level 2,3,True,True,True,False,
2262974,L_6119057226303,+1 905-722-6303,The Sutton General Store,,,"128 High St, Georgina, ON L0E 1R0, Canada",Retail,Others,Gift shop,False,6119057226303,landline,0.2,1,Level 2,3,True,True,True,False,
2262986,L_61441792476099,+44 1792 476099,Camera Centre,,,"31 Castle St, Swansea SA1 1HY, United Kingdom",Retail,Electronics & Appliances,Camera store,False,61441792476099,landline,0.2,1,Level 2,3,True,True,True,False,
2262987,L_61441792477577,+44 1792 477577,Kandy’S Tailoring,,,"Whitewalls, Swansea SA1 3PF, United Kingdom",Retail,Fashion & Accessories,Clothing alteration service,False,61441792477577,landline,0.2,1,Level 2,3,True,True,True,False,
2262996,L_61441792512135,+44 1792 512135,Killay Pet Shop,,,"Unit 1 Broadmead, Killay, Swansea SA2 7EE, United Kingdom",Retail,Others,Pet supply store,False,61441792512135,landline,0.2,1,Level 2,3,True,True,True,False,
2263027,L_6114187255000,+1 418-725-5000,Hôtel Rimouski,,,"225 Bd René Lepage E, Rimouski, QC G5L 1P2, Canada",Others,Hotel / Motel / Accommodation,Hotel,False,6114187255000,landline,0.2,1,Level 2,3,True,True,True,False,
2263028,L_6114182963391,+1 418-296-3391,Hôtel Le Manoir,,,"8 Av. Cabot, Baie-Comeau, QC G4Z 1L8, Canada",Others,Hotel / Motel / Accommodation,Hotel,False,6114182963391,landline,0.2,1,Level 2,3,True,True,True,False,
2263029,L_61447952149934,+44 7952 149934,Oscars Furniture,,,"Unit 2 Oak St, Quarry Bank, Brierley Hill DY5 2JG, United Kingdom",Retail,Home & Furniture,Furniture store,False,61447952149934,mobile,0.2,1,Level 2,3,True,True,True,False,
2263047,L_6115147738863,+1 514-773-8863,Fyt Tattoo Supplies | Montreal'S Premium Tattoo Supplier,,,"2093 Rue Parthenais, Montréal, QC H2K 4P8, Canada",Retail,Others,Tattoo and piercing shop,False,6115147738863,landline,0.2,1,Level 2,3,True,True,True,False,
2263050,L_6114383838813,+1 438-383-8813,Exoplus,,,"2125 Crescent St Suite 200 Floor 2, Montreal, Quebec H3G 2C1, Canada",Retail,Others,Skate shop,False,6114383838813,landline,0.2,1,Level 2,3,True,True,True,False,
2263051,L_616468355838,+64 6 835 5838,Spex Eyewear,,,"5/44 Emerson Street, Napier South, Napier 4110, New Zealand",Retail,Others,Sunglasses store,False,616468355838,landline,0.2,1,Level 2,3,True,True,True,False,
2263052,L_616468459500,+64 6 845 9500,Visique Taradale Optometrists,,,"299 Gloucester Street, Taradale, Napier 4112, New Zealand",Others,Others,Optometrist,False,616468459500,landline,0.2,1,Level 2,3,True,True,True,False,
2263054,L_6117074333739,+1 707-433-3739,Dragonfly Farm And Floral,CA,,"425 Westside Rd, Healdsburg, CA 95448, United States",Others,Others,Florist,False,6117074333739,landline,0.2,1,Level 2,3,True,True,True,False,
2263055,L_616466510932,+64 6 651 0932,Happy Animalz Pet Shop,,,"242 Gloucester Street, Taradale, Napier 4112, New Zealand",Retail,Others,Pet Shop,False,616466510932,landline,0.2,1,Level 2,3,True,True,True,False,
2263056,L_616468337546,+64 6 833 7546,Pet Essentials Warehouse,,,"30 Wellesley Road, Napier South, Napier 4110, New Zealand",Retail,Others,Pet Shop,False,616468337546,landline,0.2,1,Level 2,3,True,True,True,False,
2263057,L_616468340600,+64 6 834 0600,Animates Napier,,,"15 Thackeray Street, Napier South, Napier 4110, New Zealand",Retail,Others,Pet Shop,False,616468340600,landline,0.2,1,Level 2,3,True,True,True,False,
2263058,L_616468422033,+64 6 842 2033,Carevets Napier,,,"120 Taradale Road, Onekawa, Napier 4110, New Zealand",Others,Others,Veterinarian,False,616468422033,landline,0.2,1,Level 2,3,True,True,True,False,
2263059,L_616468356659,+64 6 835 6659,Cooltoys,,,"105 Dickens Street, Napier South, Napier 4110, New Zealand",Retail,Others,Toy store,False,616468356659,landline,0.2,1,Level 2,3,True,True,True,False,
2263060,L_616468336107,+64 6 833 6107,Toy World,,,"191 Dickens Street, Napier South, Napier 4110, New Zealand",Retail,Others,Toy store,False,616468336107,landline,0.2,1,Level 2,3,True,True,True,False,
2263061,L_616462117937,+64 6 211 7937,Phone Zone - Taradale,,,"227 Gloucester Street, Taradale, Napier 4112, New Zealand",Retail,Electronics & Appliances,Cell phone accessory store,False,616462117937,landline,0.2,1,Level 2,3,True,True,True,False,
2263102,L_6119789899922,+1 978-989-9922,Brothers Jewelry,MA,,"36 Jackson St, Lawrence, MA 01840, United States",Retail,Fashion & Accessories,Jewelry store,False,6119789899922,landline,0.2,1,Level 2,3,True,True,True,False,
2263110,L_6115143645444,+1 514-364-5444,Florsheim,,,"8205 Bd Montréal-Toronto Suite 100, Montréal-Ouest, QC H4X 1N1, Canada",Others,Others,Corporate office,False,6115143645444,landline,0.2,1,Level 2,3,True,True,True,False,
2263118,L_6115148661914,+1 514-866-1914,Sports Experts,,,"930 Saint-Catherine St W, Montreal, Quebec H3B 1E2, Canada",Retail,Others,Sporting goods store,False,6115148661914,landline,0.2,1,Level 2,3,True,True,True,True,
2263119,L_6115148740601,+1 514-874-0601,Maison Du Sport Canadien / Canadiensboutique.Com,,,"1010 Rue de la Gauchetiere Ouest Promenade Level, Montreal, Quebec H3B 2N2, Canada",Retail,Others,Sporting goods store,False,6115148740601,landline,0.2,1,Level 2,3,True,True,True,False,
2263120,L_6115145762251,+1 514-576-2251,Nemrac Style,,,"12 Bd Desaulniers, Saint-Lambert, QC J4P 1L1, Canada",Retail,Fashion & Accessories,Fashion designer,False,6115145762251,landline,0.2,1,Level 2,3,True,True,True,False,
2263121,L_6114504492929,+1 450-449-2929,L'Équipeur,,,"Carrefour de la Rive-Sud, 582 Chem. de Touraine Unit 1204, Boucherville, Quebec J4B 5E4, Canada",Retail,Fashion & Accessories,Clothing store,False,6114504492929,landline,0.2,1,Level 2,3,True,True,True,True,
2263177,L_6185595958080,+855 95 958 080,Sps Phone Accessories Store,,,"block 252 Acacia St, Phnom Penh 12301, Cambodia",Retail,Electronics & Appliances,Cell phone accessory store,False,6185595958080,mobile,0.2,1,Level 2,3,True,True,True,False,
2263189,L_6116042619412,+1 604-261-9412,The Optical Boutique,,,"2265 W 41st Ave, Vancouver, BC V6M 2A3, Canada",Others,Others,Optician,False,6116042619412,landline,0.2,1,Level 2,3,True,True,True,False,
2263190,L_6114506671270,+1 450-667-1270,Rona Vimont,,,"1889 Boulevard des Laurentides, Laval, Quebec H7M 2P8, Canada",Retail,Home & Furniture,Home improvement store,False,6114506671270,landline,0.2,1,Level 2,3,True,True,True,False,
2263191,L_6115143353663,+1 514-335-3663,Rona+ Saint-Laurent,,,"3600 Bd de la Côte Vertu, Saint-Laurent, QC H4T 1A2, Canada",Retail,Home & Furniture,Home improvement store,False,6115143353663,landline,0.2,1,Level 2,3,True,True,True,False,
2263192,L_6115144262226,+1 514-426-2226,Rona+ Pointe-Claire,,,"400 Brunswick Blvd, Pointe-Claire, Quebec H9R 5X4, Canada",Retail,Home & Furniture,Home improvement store,False,6115144262226,landline,0.2,1,Level 2,3,True,True,True,False,
2263200,L_6163980888,6398 0888,Herbal Pharm - Health Supplements Singapore (Toa Payoh),,,"1008 Toa Payoh N, #01-01, Singapore 318996",Beauty & Wellness,Others,Health and beauty shop,False,6163980888,unknown,0.2,1,Level 2,3,True,True,True,False,
2263208,L_6116473989968,+1 647-398-9968,Trinity Hobby,,,"1320 Carling Ave Unit B, Ottawa, ON K1Z 7K8, Canada",Retail,Specialty Retail,Hobby store,False,6116473989968,landline,0.2,1,Level 2,3,True,True,True,False,
2263234,L_61353579322266,+353 57 932 2266,Solo Boutique,,,"Columcille St, Tullamore, Co. Offaly, Ireland",Retail,Fashion & Accessories,Clothing store,False,61353579322266,landline,0.2,1,Level 2,3,True,True,True,False,
2263342,L_6116138420111,+1 613-842-0111,Walmart,,,"1980 Ogilvie Rd, Gloucester, ON K1J 9L3, Canada",Retail,Others,Department store,False,6116138420111,landline,0.2,1,Level 2,3,True,True,True,True,
2263361,L_6115144575333,+1 514-457-5333,G. D'Aoust & Cie,,,"73 Sainte Anne St, Sainte-Anne-de-Bellevue, Quebec H9X 1L9, Canada",Retail,Others,Department store,False,6115144575333,landline,0.2,1,Level 2,3,True,True,True,False,
2263379,L_6112893019330,+1 289-301-9330,Clarks,,,"3035 Boul. le Carrefour Local M003, Laval, Quebec H7T 1C8, Canada",Retail,Others,Shoe Shop,False,6112893019330,landline,0.2,1,Level 2,3,True,True,True,False,
2263389,L_61441912622687,+44 191 262 2687,Jewellery By Design,,,"146 Station Rd, Wallsend NE28 8QT, United Kingdom",Retail,Fashion & Accessories,Jewelry store,False,61441912622687,landline,0.2,1,Level 2,3,True,True,True,False,
2263408,L_616463433361,+64 6 343 3361,Chef'S Choice,,,"106C Ikitara Road, Whanganui East, Whanganui 4500, New Zealand",Retail,Others,Butcher shop,False,616463433361,landline,0.2,1,Level 2,3,True,True,True,False,
2263409,L_616463480196,+64 6 348 0196,The Mad Butcher,,,"3/402 Victoria Avenue, Whanganui 4500, New Zealand",Retail,Others,Butcher shop,False,616463480196,landline,0.2,1,Level 2,3,True,True,True,False,
2263410,L_616462813839,+64 6 281 3839,2Degrees Whanganui,,,"107 Victoria Avenue, Whanganui 4500, New Zealand",Others,Government / Utility Services,Telecommunications service provider,False,616462813839,landline,0.2,1,Level 2,3,True,True,True,False,
2263411,L_6164276023298,+64 27 602 3298,Terry Lobb Colour And Design Ltd,,,"69 Ikitara Road, Whanganui East, Whanganui 4500, New Zealand",Others,Others,Interior designer,False,6164276023298,mobile,0.2,1,Level 2,3,True,True,True,False,
2263415,L_61642102623238,+64 210 262 3238,Bai Jia Asian Mart Limited,,,"160b Victoria Avenue, CBD, Whanganui 4501, New Zealand",Retail,Grocery / Convenience Store,Asian grocery store,False,61642102623238,mobile,0.2,1,Level 2,3,True,True,True,False,
2263418,L_6167423116,6742 3116,Vitaminmall,,,"18 Kaki Bukit Rd 3, #02-12 Entrepreneur Business Centre, Singapore 415978",Retail,Health & Beauty Retail,Vitamin & supplements store,False,6167423116,unknown,0.2,1,Level 2,3,True,True,True,False,
2263420,L_6115148277463,+1 514-827-7463,Primevision,,,"9520 Bd de l'Acadie suite 222, Montréal, QC H4N 1L8, Canada",Others,Others,Optometrist,False,6115148277463,landline,0.2,1,Level 2,3,True,True,True,False,
2263421,L_6115148615588,+1 514-861-5588,Tris Coffin Optométristes & Opticiens - Place Ville Marie,,,"1 Pl. Ville-Marie #11001, Montréal, QC H3B 3Y1, Canada",Others,Others,Optometrist,False,6115148615588,landline,0.2,1,Level 2,3,True,True,True,False,
2263423,L_616494259574,+64 9 425 9574,Thephotostore,,,"35 Queen Street, Warkworth 0910, New Zealand",Others,Others,Photo lab,False,616494259574,landline,0.2,1,Level 2,3,True,True,True,False,
2263425,L_616494257002,+64 9 425 7002,Mahurangi Vision Centre,,,"23 Neville Street, Warkworth 0910, New Zealand",Others,Others,Optometrist,False,616494257002,landline,0.2,1,Level 2,3,True,True,True,False,
2263428,L_6162452926,6245 2926,Oz Health Singapore,,,"Blk 3016, Bedok North Ave 4, #08-14 EASTech, 489947",Beauty & Wellness,Others,Health and beauty shop,False,6162452926,unknown,0.2,1,Level 2,3,True,True,True,False,
2263433,L_612349020992458,+234 902 099 2458,Formagstores,,,"Effurun II, Warri 330102, Nigeria",Retail,Grocery / Convenience Store,Grocery store,False,612349020992458,mobile,0.2,1,Level 2,3,True,True,True,False,
2263452,L_6115197258990,+1 519-725-8990,The Mobile Shop,,,"450 Erb St. W, Waterloo, ON N2T 1H4, Canada",Retail,Electronics & Appliances,Cell phone store,False,6115197258990,landline,0.2,1,Level 2,3,True,True,True,True,
2263454,L_6115197473729,+1 519-747-3729,Waterloo Mattress Ltd,,,"136 Dearborn Pl, Waterloo, ON N2J 4N5, Canada",Retail,Others,Mattress store,False,6115197473729,landline,0.2,1,Level 2,3,True,True,True,False,
2263456,L_6115198863830,+1 519-886-3830,Raymond'S Flower Shop,,,"133 Weber St N, Waterloo, ON N2J 3G9, Canada",Others,Others,Florist,False,6115198863830,landline,0.2,1,Level 2,3,True,True,True,False,
2263457,L_6115197424292,+1 519-742-4292,Kw Flowers,,,"36 Devitt Ave N, Waterloo, ON N2J 2K2, Canada",Others,Others,Florist,False,6115197424292,landline,0.2,1,Level 2,3,True,True,True,False,
