id,lead_key,phone,business_name,state,suburb,address,sector_level_1,sector_level_2,sector_level_3,phone_masked,phone_from_leadkey,phone_type,phone_match_score,phone_frequency,phone_quality,reachability_score,kpay_relevant,has_address,has_sector,name_suburb_dup,state_clean,reach_address,reachability,sector_score,geo_score,data_completeness,kmf_score,tier,sector_level_1_clean
1051108,L_61296601646,+61 2 9660 1646,Abouchrouche B & K,NSW,annandale,"
47 Booth St,
ANNANDALE, NSW, 2038
",Stores,Stores - Grocery Shops & Supermarkets,,False,61296601646,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2314258,L_61296602101,61296602101,Lev8 Pty Ltd,NSW,pyrmont,"233 Harris St Pyrmont, Sydney NSW 2009",Retail,Electronics & Appliances,Computer Consulting,False,61296602101,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2303271,L_61296619848,+61 2 9661 9848,Sunshine Nail & Beauty,NSW,hillsdale,"12/238 Bunnerong Rd, Hillsdale NSW 2036, Australia",Beauty & Wellness,Beauty Salon / Barber,Beauty salon,False,61296619848,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
852001,L_61296623328,+61 2 9662 3328,Meeks Oriental Thai Massage,NSW,kingsford,"10 Meeks St, Kingsford NSW 2032, Australia",,,Thai massage therapist,False,61296623328,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Beauty & Wellness
1628411,L_61296623706,+61 2 9662 3706,Asinan Cikini,NSW,randwick,"341a Anzac Pde, Coogee, Randwick, New South Wales 2032 Australia",Others,Others,,False,61296623706,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
1007516,L_61296630521,+61 2 9663 0521,Decortex Wallcoverings & Fabrics,NSW,paddington,"19A Boundary St, Paddington, NSW, 2021",Retail Shopping,Home Decor Retailers,,False,61296630521,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
1008512,L_61296633055,+61 2 9663 3055,Eastside Flooring,NSW,kensington,"204 Anzac Parade, Kensington, NSW 2033",Retail,Building Materials & Equipment,Flooring store,False,61296633055,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
1029699,L_61296657316,+61 2 9665 7316,Cap Man Do,NSW,coogee,"Coogee, NSW 2034",Clothing,General Clothing,,False,61296657316,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
859546,L_61297388911,+61 2 9738 8911,Lidcombe Ice,NSW,sefton,"1 Yamma St, Sefton NSW 2162, Australia",,,Ice supplier,False,61297388911,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
1027161,L_61296659267,+61 2 9665 9267,B G Sobb,NSW,coogee,"Coogee, NSW, 2034",Retail Shopping,Wholesalers,,False,61296659267,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
852384,L_61296663799,+61 2 9666 3799,Plumbers' Co-Op,NSW,matraville,"16/61-71 Beauchamp Rd, Matraville NSW 2036, Australia",,,Plumbing supply store,False,61296663799,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
852423,L_61296664892,+61 2 9666 4892,Livadi Restaurant At Botany Golf Club,NSW,banksmeadow,"1436 Botany Rd, Banksmeadow NSW 2019, Australia",,,Restaurant,False,61296664892,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
852597,L_61296674170,+61 2 9667 4170,Michael Bros Automotive,NSW,mascot,"42 Ricketty St, Mascot NSW 2020, Australia",,,Auto repair shop,False,61296674170,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,1,7,55.0,Tier 2,Professional Services
852733,L_61296692675,+61 2 9669 2675,Zio Pino Pizzeria,NSW,mascot,"930 Botany Rd, Mascot NSW 2020, Australia",,,Pizza restaurant,False,61296692675,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
745581,L_61244761009,+61 2 4476 1009,Georgies Fine Jewellery,NSW,narooma,"2/129 Princes Hwy, Narooma NSW 2546, Australia",,,Jewelry store,False,61244761009,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Retail
752119,L_61247768600,+61 2 4776 8600,Godolphin,NSW,agnes banks,"566 Castlereagh Rd, Agnes Banks NSW 2753, Australia",,,Horse boarding stable,False,61247768600,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
1017542,L_61296696966,+61 2 9669 6966,Brow & Beauty,NSW,eastlakes,"Shop 1, 62 Maloney Street, Eastlakes, NSW 2018",Health & Beauty,Skin Care,,False,61296696966,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
1046875,L_61296728366,+61 2 9672 8366,Lincraft - Blacktown,NSW,blacktown,"Level 2, Westpoint Shopping Centre, 17 Patrick Street, Blacktown, NSW 2148",Fashion,Fashion Accessories,,False,61296728366,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
853143,L_61296728878,+61 2 9672 8878,Tommi'Z Mechanical,NSW,blacktown,"Unit 1/47 Third Ave, Blacktown NSW 2148, Australia",,,Mechanic,False,61296728878,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,1,7,55.0,Tier 2,Professional Services
1029415,L_61296728899,+61 2 9672 8899,Tough Dog 4Wd Suspension,NSW,marsden park,"14 Darling St, Marsden Park, NSW 2765",Automotive Parts & Accessories,"Suspension, Shock Absorbers & Springs",,False,61296728899,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
853337,L_61296743811,+61 2 9674 3811,Motorcycle Assessing,NSW,seven hills,"1/47 Prince William Dr, Seven Hills NSW 2147, Australia",,,Motorcycle parts store,False,61296743811,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
853345,L_61296744344,+61 2 9674 4344,Compass Electrical & Data Supplies,NSW,seven hills,"2/114 Station Rd, Seven Hills NSW 2147, Australia",,,Electrical products wholesaler,False,61296744344,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,1,7,55.0,Tier 2,Retail - Electronics
1012021,L_61296749998,+61 2 9674 9998,Rob Monk Diesel Service & Parts,NSW,seven hills,"33 Anvil St, Seven Hills, NSW 2147",Retail,Auto Parts & Supplies,Auto parts & supply store,False,61296749998,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
853434,L_61296751474,+61 2 9675 1474,Coco Beauti Bar,NSW,mount druitt,"11 John Hines Ave, Mount Druitt NSW 2770, Australia",,,Nail salon,False,61296751474,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Beauty & Wellness
2252935,L_61296753911,+61 2 9675 3911,M Centre Minchinbury,NSW,minchinbury,"unit 34/40 Sterling Rd, Minchinbury NSW 2770, Australia",Retail,Home & Furniture,Furniture store,False,61296753911,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
853535,L_61296756332,+61 2 9675 6332,King Of The Pack Minchinbury,NSW,minchinbury,"Shop 22/11 John Hines Ave, Minchinbury NSW 2770, Australia",,,Tobacco shop,False,61296756332,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Retail
853550,L_61296756860,+61 2 9675 6860,Vinnies Mt Druitt,NSW,mount druitt,"6/10 Mount St, Mount Druitt NSW 2770, Australia",,,Thrift store,False,61296756860,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
853557,L_61296757395,+61 2 9675 7395,Red Rich Fruits (Nsw) Limited,NSW,eastern creek,"4 Beach St, Eastern Creek NSW 2766, Australia",,,Food products supplier,False,61296757395,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
853770,L_61296771880,+61 2 9677 1880,Fresh Seafood Market Rooty Hill,NSW,rooty hill,"Shop4, 39/45 Rooty Hill Rd N, Rooty Hill NSW 2766, Australia",,,Seafood market,False,61296771880,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
990019,L_61296695233,+61 2 9669 5233,Cash'S (Australia) Pty Ltd,NSW,mascot,"
11/ 702 Botany Rd,
MASCOT, NSW, 2020
",Retail,Clothing Labelling Products &/or Services,Baby gear & furniture,False,61296695233,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
1028310,L_61296776484,+61 2 9677 6484,Bws Blacktown,NSW,blacktown,"Westpoint Shopping Centre, 17 Patrick Street, Blacktown, NSW 2148",Others,Others,https://www.yellowpages.com.au/nsw/parramatta/novotel-1000000770922-listing.html,False,61296776484,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
2277931,L_61296802151,+61 2 9680 2151,Architectural Signs,NSW,castle hill,"28/8 Victoria Ave, Castle Hill NSW 2154, Australia",Retail,Others,Sign shop,False,61296802151,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
11033,L_61296813880,+61 2 9681 3880,Sky Music Supplies,NSW,guildford,"551-553 Woodville Rd, Guildford, NSW, 2161",,,Music Stores Retail,False,61296813880,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
854476,L_61296833699,+61 2 9683 3699,A-One Promotional Products,NSW,silverwater,"3/24 Vore St, Silverwater NSW 2128, Australia",,,Promotional products supplier,False,61296833699,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
1000811,L_61296864856,+61 2 9686 4856,Glamorous Boutique Pty Ltd,NSW,baulkham hills,"
Stockland Mall,
BAULKHAM HILLS, NSW, 2153
",Retail,Fashion & Boutiques,Boutique,False,61296864856,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2120365,L_61296874907,02 9687 4907,Blockout,NSW,parramatta,"Store 1-3075 Level 3 ,Westfield Parramatta Shoppin 159-175 Church St, 157-175 Church St, Parramatta, NSW, 2150",Retail,Fashion & Accessories,Clothing Retailers,False,61296874907,landline,0.2,1,Level 2,3,True,True,True,False,NSW,10,13,26.0,15,7,61.0,Tier 2,Retail
2291334,L_61296877466,296877466,Cafe La Piazza,NSW,parramatta,"1/27 Hunter St, Parramatta NSW",F&B,Dine-in Restaurant,restaurant,False,61296877466,landline,0.2,1,Level 2,3,True,True,True,False,NSW,10,13,35.0,15,7,70.0,Tier 2,F&B
1002281,L_61296889999,+61 2 9688 9999,Salitrosa Holdings,NSW,girraween,"1, 28 Oramzi Rd, Girraween, NSW, 2145",Retail Shopping,Wholesalers,,False,61296889999,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
1671325,L_61296957600,+61 2 9695 7600,Brilliant Food Cafe,NSW,bondi,"178 Oxford St, Bondi, New South Wales 2021 Australia",Others,Others,,False,61296957600,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
1002942,L_61296980177,+61 2 9698 0177,Australian Light Tower,NSW,beaconsfield,"100 Queen St, Beaconsfield, NSW, 2015",Retail Shopping,Home Decor Retailers,Security systems,False,61296980177,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
14400,L_61296981247,+61 2 9698 1247,Chris'S Barber Shop,NSW,waterloo,"135 Morehead St, Waterloo, NSW, 2017",,,Barbers Barber Shops,False,61296981247,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
1054729,L_61296988000,+61 2 9698 8000,Magic Door Industries,NSW,alexandria,"Unit 8, 119-133 Mcevoy St, Alexandria, NSW, 2015",Retail Shopping,Home Decor Retailers,Door sales/service,False,61296988000,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
855706,L_61297000033,+61 2 9700 0033,Mycoffee,NSW,botany,"1112 Botany Rd, Botany NSW 2019, Australia",,,Coffee shop,False,61297000033,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
1000801,L_61296989302,+61 2 9698 9302,Chunk Systems,NSW,surry hills,"
Ste207/ 35 Buckingham St,
SURRY HILLS, NSW, 2010
",Retail,Music & Musical Instruments Retail,Music production services,False,61296989302,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2314380,L_61296993331,61296993331,Redfern Manufacturing,NSW,redfern,"3a Cope St Redfern, Sydney NSW 2016",Retail,Fashion & Accessories,Clothing Alterations,False,61296993331,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2317507,L_61296999559,61296999559,Iga Waterloo,NSW,waterloo,"13-21 Botany Rd, Waterloo NSW 2017, Australia",Retail,Grocery / Convenience Store,Grocery store,False,61296999559,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
1043929,L_61298317744,+61 2 9831 7744,Mitco Whs Australia,NSW,blacktown,"Unit 4, 3-5 Carnegie Place, BLACKTOWN, NSW 2148",Fashion Accessories,Jewelry,Business manufacturing & supply,False,61298317744,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
855725,L_61297000676,+61 2 9700 0676,Pro World Pty Ltd,NSW,botany,"Unit 5/17-19 Green St, Botany NSW 2019, Australia",,,Photo shop,False,61297000676,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
855985,L_61297072366,+61 2 9707 2366,Sydney Laser Cut - Metal Laser Cutting & Tube Profiling,NSW,condell park,"Unit 14/380 Marion St, Condell Park NSW 2200, Australia",,,Laser cutting service,False,61297072366,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
996510,L_61297082385,+61 2 9708 2385,Yagoona Medical Pharmacy,NSW,rookwood,"
6 Rookwood Rd,
YAGOONA, NSW, 2199
",Retail,Pharmacies & Chemists,Ubereats (15) Â· Pharmacy,False,61297082385,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
856334,L_61297092511,+61 2 9709 2511,The Samuel Mir Trust,NSW,bankstown,"C/40 Raymond St, Bankstown NSW 2200, Australia",,,Property management company,False,61297092511,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,10,7,61.0,Tier 2,Others
894521,L_61298898100,+61 2 9889 8100,Scanlan Theodore,NSW,shop,"Shop 2222, Macquarie Centre Cnr Waterloo &, Herring Rd, North Ryde NSW 2113, Australia",,,Boutique,False,61298898100,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
2429,L_61297093023,+61 2 9709 3023,Drl Trading Co,NSW,bankstown,"Bankstown, NSW, 2200",,,Car Parts,False,61297093023,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,10,7,61.0,Tier 2,Others
857715,L_61297236788,+61 2 9723 6788,Hardware King,NSW,fairfield,"207 Hamilton Rd, Fairfield NSW 2165, Australia",,,Homewares Store,False,61297236788,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Retail
2255751,L_61297151788,+61 2 9715 1788,Clearview Eyecare,NSW,burwood,"238 Burwood Rd, Burwood NSW 2134, Australia",Others,Others,Optometrist,False,61297151788,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,12.0,15,10,72.0,Tier 2,Professional Services
857213,L_61297180804,+61 2 9718 0804,Procson Pty Ltd,NSW,kingsgrove,"Unit 16/192A Kingsgrove Rd, Kingsgrove NSW 2208, Australia",,,Church supply store,False,61297180804,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
857260,L_61297183333,+61 2 9718 3333,Blossom Spa & Nails,NSW,canterbury,"317 Canterbury Rd, Canterbury NSW 2193, Australia",,,Nail salon,False,61297183333,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Beauty & Wellness
2266931,L_61297193735,+61 2 9719 3735,Aquila Dfo Birkenhead Store,NSW,drummoyne,"Birkenhead Point Outlets Centre, Shop 66/19 Roseby St, Drummoyne NSW 2047, Australia",Retail,Others,Shoe Shop,False,61297193735,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
857428,L_61297199114,+61 2 9719 9114,Sydney Spine & Pelvis Physiotherapy Centre,NSW,drummoyne,"101 Lyons Rd, Drummoyne NSW 2047, Australia",,,Medical clinic,False,61297199114,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,1,7,55.0,Tier 2,Professional Services
983398,L_61483906922,+61 483 906 922,Haven Inner West - Body Positive Fitness & Yoga Studio,NSW,summer hill,"3/72 Carlton Cres, Summer Hill NSW 2130, Australia",,,Gym and Fitness Centre,False,61483906922,mobile,1.0,1,Level 3,30,True,True,False,False,NSW,10,40,26.0,1,7,74.0,Tier 2,Beauty & Wellness
2307389,L_61297210333,+61 2 9721 0333,Snazzy Scissors,NSW,old guildford,"81 Broughton St, Old Guildford NSW 2161, Australia",Beauty & Wellness,Beauty Salon / Barber,Barber shop,False,61297210333,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
1004018,L_61297235255,+61 2 9723 5255,R & Dk Hair & Beauty Salon,NSW,fairfield,"11a Nelson St, Fairfield, NSW, 2165",Hair & Beauty,Hairdressers,,False,61297235255,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
857729,L_61297237593,+61 2 9723 7593,Sanga,NSW,condell park,"1/44 Simmat Ave, Condell Park NSW 2200, Australia",,,Cafe,False,61297237593,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
857740,L_61297238111,+61 2 9723 8111,Walking In Life Chatswood Pty Ltd,NSW,fairfield,"51 Smart St, Fairfield NSW 2165, Australia",,,Medical clinic,False,61297238111,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,1,7,55.0,Tier 2,Professional Services
2200926,L_61297240411,02 9724 0411,Duc Thanh Restaurant,NSW,cabramatta,"Shop 3,20-22 Hughes St,Cabramatta,NSW,2166",Others,Others,Restaurants,False,61297240411,landline,0.2,1,Level 2,3,True,True,True,False,NSW,10,13,35.0,15,7,70.0,Tier 2,F&B
746899,L_61245886337,+61 2 4588 6337,Prouds The Jewellers Richmond,NSW,richmond,"SH 15 Richmond Marketplace, 78 March St, Richmond NSW 2753, Australia",,,Jewelry store,False,61245886337,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Retail
2314423,L_61297243987,61297243987,Moatoga Island Store,NSW,sydney,46 The Horsley Drive 2163 Sydney - Carramar,Retail,Grocery / Convenience Store,Groceries,False,61297243987,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,5,10,76.0,Tier 2,Retail
857986,L_61297246191,+61 2 9724 6191,Baby Care Nursery,NSW,smithfield,"Unit 5/10-16 Sturt St, Smithfield NSW 2164, Australia",,,Baby store,False,61297246191,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Retail
1015366,L_61297246982,+61 2 9724 6982,D Dauner Electronic Sales,NSW,georges hall,"51 Georges Cres, Georges Hall, NSW, 2198",Retail Shopping,Home Entertainment Retailers,Security systems,False,61297246982,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
858039,L_61297249275,+61 2 9724 9275,Cabramatta - Dao Chemist,NSW,cabramatta,"Shop 6/73-79 John St, Cabramatta NSW 2166, Australia",,,Pharmacy,False,61297249275,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,15,7,69.0,Tier 2,Professional Services
2307390,L_61297254600,+61 2 9725 4600,Ultimate Spare Parts,NSW,old guildford,"37 Fairfield St, Old Guildford NSW 2161, Australia",Professional Services,Automotive Services,Auto parts store,False,61297254600,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,12.0,1,10,58.0,Tier 2,Professional Services
998338,L_61297257140,+61 2 9725 7140,Cd 2000,NSW,bass hill,"
Bass Hill Plaza,
BASS HILL, NSW, 2197
",Retail,Music Cd's Cassettes & Records Retail,Music & DVD store,False,61297257140,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
2162996,L_61297262039,02 9726 2039,Donut King,NSW,fairfield,"Fairfield Forum Shopping Centre,40 Station St,Fairfield,NSW,2165",Others,Others,Takeaways,False,61297262039,landline,0.2,1,Level 2,3,True,True,True,True,NSW,10,13,35.0,1,7,56.0,Tier 2,F&B
963033,L_61432124041,+61 432 124 041,Beautique By Angela,NSW,merrylands,"51 Belmont St, Merrylands NSW 2160, Australia",,,Make-up artist,False,61432124041,mobile,1.0,1,Level 3,30,True,True,False,False,NSW,10,40,9.0,10,7,66.0,Tier 2,Others
858559,L_61297268287,+61 2 9726 8287,Bon Heng Hot Bread Shop,NSW,fairfield,"43 The Crescent, Fairfield NSW 2165, Australia",,,Bakery,False,61297268287,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
14245,L_61297269998,+61 2 9726 9998,Canley Vale Bakery,NSW,canley vale,"Shop 4/ 32 Canley Vale Rd, Canley Vale, NSW, 2166",,,Bakers,False,61297269998,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
858630,L_61297272363,+61 2 9727 2363,Alpha Global Imports Pty Ltd,NSW,chipping norton,"30/28-30 Barry Rd, Chipping Norton NSW 2170, Australia",,,Carpet wholesaler,False,61297272363,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Retail
858890,L_61297284015,+61 2 9728 4015,Toyvision International Pty Ltd,NSW,villawood,"16 Birmingham Ave, Villawood NSW 2163, Australia",,,Warehouse,False,61297284015,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
858904,L_61297284474,+61 2 9728 4474,Cignall Fairfield,NSW,fairfield,"81 The Crescent, Fairfield NSW 2165, Australia",,,Cigar shop,False,61297284474,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,9.0,1,7,52.0,Tier 2,Others
1019577,L_61297301802,+61 2 9730 1802,Ann Clothing Alteration,NSW,moorebank,"31 Maddecks Ave, Moorebank, NSW 2170",Clothing,Clothing Alterations & Mending,,False,61297301802,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
1627975,L_61297344500,+61 2 9734 4500,Broaster Chicken,NSW,liverpool,"72 Hoxton Park Road, Liverpool, New South Wales 2170 Australia",Others,Others,,False,61297344500,landline,1.0,1,Level 3,25,True,True,True,True,NSW,10,35,9.0,1,10,55.0,Tier 2,Others
998657,L_61297362327,+61 2 9736 2327,Robinson Corporate Pty Ltd,NSW,concord,"
CONCORD, NSW, 2137
",Retail,Office Furniture,Furniture store,False,61297362327,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
13302,L_61297362700,+61 2 9736 2700,Sydney Office Furniture,NSW,rhodes,"Rhodes, NSW, 2138",,,Tobacco Products Tobacconists Supplies,False,61297362700,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,10,7,78.0,Tier 2,Retail
859507,L_61297385955,+61 2 9738 5955,Billtech Automotive,NSW,sefton,"83 Clapham Rd, Sefton NSW 2162, Australia",,,Mechanic,False,61297385955,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,1,7,55.0,Tier 2,Professional Services
829542,L_61293874040,+61 2 9387 4040,Marshmellow Boutique,NSW,woollahra,"Shop 4/156 Edgecliff Rd, Woollahra NSW 2025, Australia",,,Clothing store,False,61293874040,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Retail
917962,L_61411888148,+61 411 888 148,Bci Business Brokers,NSW,crows nest,"Shop 3/1 Alexander St, Crows Nest NSW 2065, Australia",,,Business broker,False,61411888148,mobile,1.0,1,Level 3,30,True,True,False,False,NSW,10,40,9.0,1,7,57.0,Tier 2,Others
1012098,L_61297405280,+61 2 9740 5280,Modern Edge Hair,NSW,belmore,"331 Burwood Rd,Belmore,NSW,2192",Hair & Beauty,Hairdressers,Hair salon,False,61297405280,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Beauty & Wellness
989758,L_61297406055,+61 2 9740 6055,"Mega Flooring Depot, Wiley Park",NSW,canterbury,"
1018 Canterbury Rd,
WILEY PARK, NSW, 2195
",Retail,Carpet,Flooring store,False,61297406055,landline,1.0,1,Level 3,25,True,True,True,False,NSW,10,35,26.0,1,10,72.0,Tier 2,Retail
794382,L_61289642287,+61 2 8964 2287,Inthai Massage And Spa,NSW,leichhardt,"150 Norton St, Leichhardt NSW 2040, Australia",,,Thai massage therapist,False,61289642287,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Beauty & Wellness
859954,L_61297433939,+61 2 9743 3939,Munoushee,NSW,concord,"39 Majors Bay Rd, Concord NSW 2137, Australia",,,Lebanese restaurant,False,61297433939,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,35.0,1,7,78.0,Tier 2,F&B
859733,L_61297407228,+61 2 9740 7228,Pose Hair Sydney,NSW,belmore,"shop 1/512 Burwood Rd, Belmore NSW 2192, Australia",,,Hair salon,False,61297407228,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Beauty & Wellness
859866,L_61297430477,+61 2 9743 0477,Messina Hair Studio,NSW,haberfield,"229A Ramsay St, Haberfield NSW 2047, Australia",,,Hair salon,False,61297430477,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,26.0,1,7,69.0,Tier 2,Beauty & Wellness
8550,L_61297440858,+61 2 9744 0858,Ozlocksmith Pty Ltd,NSW,homebush west,"5 Courallie Ave, Homebush West, NSW, 2140",,,Hardware Store,False,61297440858,landline,1.0,1,Level 3,25,True,True,False,False,NSW,10,35,12.0,1,7,55.0,Tier 2,Retail - Electronics
